Day,Local Time,Dir,Speed/Gust (km/h),Temp/Feels Like,Humidity,Pressure (mb),Cloud Amount,Precip Amount,Weather
,07:00, ESE,6 / 7,5 / 4°C,65% ,1005,Low level cloud: 84% Mid level cloud: 86% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 0.5 of precipitation over the past 3 hours.0.5,Light drizzle
,10:00, SSE,16 / 22,6 / 3°C,82% ,1006,Low level cloud: 98% Mid level cloud: 100% High level cloud: 33% Most Significant Cloud Type: low100% ,Expect 2.6 of precipitation over the past 3 hours.2.6,Moderate rain
,13:00, S,20 / 27,9 / 6°C,72% ,1007,Low level cloud: 91% Mid level cloud: 72% High level cloud: 1% Most Significant Cloud Type: low100% ,Expect 1.3 of precipitation over the past 3 hours.1.3,Light rain
,16:00, S,18 / 21,9 / 6°C,86% ,1005,Low level cloud: 95% Mid level cloud: 57% High level cloud: 32% Most Significant Cloud Type: low100% ,Expect 2.8 of precipitation over the past 3 hours.2.8,Moderate rain
,19:00, S,18 / 27,6 / 3°C,88% ,1005,Low level cloud: 93% Mid level cloud: 60% High level cloud: 9% Most Significant Cloud Type: low100% ,Expect 6.6 of precipitation over the past 3 hours.6.6,Moderate rain
,22:00, S,17 / 20,8 / 6°C,84% ,1006,Low level cloud: 95% Mid level cloud: 68% High level cloud: 41% Most Significant Cloud Type: low100% ,Expect 1.6 of precipitation over the past 3 hours.1.6,Light rain
Thu 19Dec,01:00, S,11 / 15,7 / 5°C,88% ,1006,Low level cloud: 58% Mid level cloud: 24% High level cloud: 0% Most Significant Cloud Type: low66% ,Expect 0.3 of precipitation over the past 3 hours.0.3,Light rain shower
,04:00, S,8 / 11,7 / 5°C,92% ,1007,Low level cloud: 48% Mid level cloud: 43% High level cloud: 0% Most Significant Cloud Type: low63% ,Expect 0.2 of precipitation over the past 3 hours.0.2,Light rain shower
,07:00, S,9 / 14,6 / 4°C,90% ,1008,Low level cloud: 33% Mid level cloud: 30% High level cloud: 0% Most Significant Cloud Type: low43% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,10:00, S,8 / 10,8 / 7°C,82% ,1009,Low level cloud: 67% Mid level cloud: 45% High level cloud: 0% Most Significant Cloud Type: low82% ,Expect 0.1 of precipitation over the past 3 hours.0.1,Cloudy skies
,13:00, SE,6 / 7,10 / 9°C,80% ,1009,Low level cloud: 71% Mid level cloud: 45% High level cloud: 100% Most Significant Cloud Type: low99% ,Expect 0.3 of precipitation over the past 3 hours.0.3,Light drizzle
,16:00, ESE,5 / 6,11 / 11°C,82% ,1009,Low level cloud: 81% Mid level cloud: 51% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,19:00, SE,6 / 8,8 / 7°C,86% ,1008,Low level cloud: 77% Mid level cloud: 100% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 0.6 of precipitation over the past 3 hours.0.6,Light drizzle
,22:00, SE,5 / 6,8 / 8°C,93% ,1005,Low level cloud: 94% Mid level cloud: 100% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 3.4 of precipitation over the past 3 hours.3.4,Moderate rain
Fri 20Dec,01:00, NNE,3 / 3,8 / 8°C,94% ,1003,Low level cloud: 98% Mid level cloud: 94% High level cloud: 0% Most Significant Cloud Type: low100% ,Expect 10.3 of precipitation over the past 3 hours.10.3,Heavy rain
,04:00, SSE,9 / 14,8 / 6°C,95% ,1003,Low level cloud: 95% Mid level cloud: 46% High level cloud: 0% Most Significant Cloud Type: low100% ,Expect 2.8 of precipitation over the past 3 hours.2.8,Moderate or heavy rain with thunder
,07:00, SSW,20 / 42,7 / 4°C,87% ,1005,Low level cloud: 63% Mid level cloud: 95% High level cloud: 3% Most Significant Cloud Type: low96% ,Expect 1.3 of precipitation over the past 3 hours.1.3,Light rain
,10:00, SSW,18 / 29,9 / 6°C,82% ,1009,Low level cloud: 80% Mid level cloud: 100% High level cloud: 34% Most Significant Cloud Type: low100% ,Expect 0.2 of precipitation over the past 3 hours.0.2,Light rain shower
,13:00, SSW,15 / 21,10 / 8°C,75% ,1010,Low level cloud: 29% Mid level cloud: 52% High level cloud: 18% Most Significant Cloud Type: low49% ,Expect 0.9 of precipitation over the past 3 hours.0.9,Light rain shower
,16:00, S,12 / 15,11 / 10°C,86% ,1010,Low level cloud: 84% Mid level cloud: 100% High level cloud: 32% Most Significant Cloud Type: low100% ,Expect 2.1 of precipitation over the past 3 hours.2.1,Light rain shower
,19:00, SSE,5 / 6,9 / 8°C,91% ,1011,Low level cloud: 86% Mid level cloud: 62% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 2.5 of precipitation over the past 3 hours.2.5,Moderate rain
,22:00, ESE,4 / 5,9 / 9°C,87% ,1010,Low level cloud: 61% Mid level cloud: 98% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 0.5 of precipitation over the past 3 hours.0.5,Light drizzle
